,saleprice,id,lot_area,overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,total_bsmt_sf,heating_qc,central_air,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_area,misc_val,total_sf,finished_outside,lot_shape_reg,baths,pool,mo_sold,yr_sold,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl
399,167500,146,9300,5,5,1960,3,3,3.0,3.0,1268.0,3,1,1264,3,1,3,6,7,2,461.0,0,2532.0,143,1,2.0,1,4,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,153337,809,7018,5,5,1979,3,3,4.0,3.0,1086.0,3,1,1224,2,2,3,6,7,2,528.0,0,2310.0,120,1,3.0,1,6,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
401,103600,767,6629,6,6,1950,3,4,3.0,3.0,672.0,3,0,1369,3,1,3,6,7,0,300.0,0,2041.0,147,1,3.0,1,7,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,128200,262,10650,5,6,1976,3,3,3.0,4.0,894.0,3,1,894,3,1,3,5,7,0,308.0,0,1788.0,365,1,2.0,1,2,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403,177500,101,2117,6,5,2000,4,3,4.0,3.0,756.0,5,1,1573,3,1,4,5,7,0,440.0,0,2329.0,32,1,2.5,1,6,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
404,320000,48,13650,8,5,2002,4,3,4.0,3.0,1671.0,5,1,2250,3,1,4,7,7,1,756.0,0,3921.0,368,1,3.5,1,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
405,190000,489,8433,6,5,2000,3,3,4.0,3.0,794.0,5,1,1514,3,1,3,7,7,1,394.0,0,2308.0,72,0,3.5,1,6,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,91500,2369,1680,6,5,1971,3,3,3.0,3.0,672.0,3,1,1218,3,1,3,7,7,0,0.0,0,1890.0,201,1,1.5,1,4,2006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
407,93000,707,6000,5,4,1954,3,3,3.0,3.0,811.0,3,1,1387,3,2,4,7,7,0,256.0,0,2198.0,0,1,2.0,1,11,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,40000,1556,8500,4,4,1950,3,2,3.0,3.0,649.0,3,0,1317,3,1,3,6,7,0,250.0,0,1966.0,226,1,1.0,1,7,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,127000,2034,6882,6,7,2006,3,3,3.0,3.0,684.0,3,1,1355,3,1,4,7,7,0,0.0,0,2039.0,251,1,1.5,1,3,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
410,50138,308,8712,4,7,1950,2,2,3.0,3.0,756.0,4,1,952,3,1,3,5,7,0,330.0,0,1708.0,265,1,1.0,1,6,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
411,148000,2176,7917,6,7,1976,3,4,3.0,4.0,1143.0,3,1,1113,3,1,3,6,7,1,504.0,0,2256.0,400,0,2.5,1,5,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
412,120500,1549,6900,5,6,1955,3,3,3.0,3.0,740.0,5,1,778,2,1,3,4,7,1,924.0,0,1518.0,25,1,1.0,1,2,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
413,139500,909,9900,6,7,1950,3,3,3.0,3.0,778.0,3,1,1489,3,1,3,7,7,1,240.0,0,2267.0,335,1,2.0,1,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,320000,892,13286,9,5,2008,5,3,5.0,3.0,1698.0,5,1,1698,3,1,5,8,7,1,768.0,0,3396.0,391,0,3.0,1,2,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
415,219000,2045,12888,7,8,1980,3,4,3.0,3.0,1005.0,3,1,2267,3,1,3,7,7,2,498.0,0,3272.0,521,1,2.5,1,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,131000,2927,8885,5,5,1983,3,3,4.0,3.0,864.0,3,1,902,2,1,3,5,7,0,484.0,0,1766.0,164,0,2.0,1,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417,171925,1732,8857,6,5,2006,4,3,4.0,3.0,738.0,5,1,1495,3,1,4,7,7,1,440.0,0,2233.0,130,0,2.5,1,3,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
418,177900,998,14137,5,5,1997,4,3,4.0,3.0,1348.0,4,1,1384,3,1,4,7,7,0,404.0,0,2732.0,39,0,3.0,1,11,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
419,141500,2203,6720,6,7,1950,3,3,3.0,3.0,585.0,3,0,1436,3,1,3,7,7,1,228.0,0,2021.0,184,1,1.0,1,4,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,191000,356,7500,6,5,1999,4,3,4.0,3.0,952.0,4,1,1636,3,1,3,7,7,1,440.0,0,2588.0,84,1,3.5,1,10,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,158000,2475,13072,6,5,2004,3,3,4.0,3.0,1158.0,5,1,1158,3,1,4,5,7,0,576.0,0,2316.0,50,1,2.5,1,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422,248900,2264,10656,8,5,2007,4,3,4.0,3.0,1638.0,5,1,1646,3,1,4,6,7,1,870.0,0,3284.0,272,0,2.0,1,11,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,175000,2201,7200,5,7,1950,3,3,4.0,3.0,731.0,5,1,1768,3,1,4,7,7,2,240.0,0,2499.0,264,1,2.5,1,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,185900,2545,8800,6,7,2000,3,4,3.0,3.0,1187.0,5,1,1565,3,1,4,7,6,2,299.0,460,2752.0,436,1,3.0,1,6,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
425,163000,2660,10800,7,7,1970,3,3,4.0,3.0,880.0,2,0,1768,2,1,3,6,7,2,320.0,0,2648.0,341,1,1.5,1,10,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426,115000,2882,9000,5,6,1951,2,2,3.0,3.0,660.0,3,0,1396,4,2,3,8,5,0,0.0,0,2056.0,0,1,2.0,1,10,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,157500,1379,13014,6,5,1978,3,3,3.0,3.0,1008.0,3,1,1096,3,1,3,6,7,1,484.0,0,2104.0,168,1,2.0,1,12,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
428,245000,491,15896,7,5,1999,4,3,4.0,3.0,1177.0,5,1,2312,4,1,4,8,7,1,658.0,0,3489.0,298,0,3.5,1,5,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,180000,1002,5395,8,5,1993,4,3,4.0,3.0,1337.0,4,1,1337,2,1,4,5,7,1,462.0,0,2674.0,334,0,3.0,1,10,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
430,148800,1848,5105,7,5,2004,4,3,4.0,3.0,551.0,5,1,1102,2,1,4,4,7,0,480.0,0,1653.0,60,0,2.5,1,3,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
431,237000,1455,9473,8,5,2002,4,3,4.0,3.0,1128.0,5,1,2031,3,1,4,7,7,1,577.0,0,3159.0,211,1,3.5,1,3,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,60000,908,8400,2,5,1950,3,3,3.0,2.0,290.0,3,0,438,1,1,2,3,7,0,246.0,0,728.0,0,1,1.0,1,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,165000,1490,12102,5,5,1976,3,3,4.0,4.0,456.0,5,1,1033,3,1,3,6,7,0,504.0,0,1489.0,224,1,1.5,1,4,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
434,240000,1465,10905,7,5,2003,4,3,4.0,3.0,1129.0,5,1,2327,4,1,4,9,7,1,596.0,0,3456.0,57,0,2.5,1,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,160000,1627,9556,7,5,1993,3,3,4.0,3.0,1168.0,4,1,1187,3,1,4,6,7,0,420.0,0,2355.0,21,0,2.0,1,8,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
436,128000,2849,6430,6,6,1950,3,3,3.0,3.0,780.0,3,0,1340,3,1,3,6,7,0,440.0,0,2120.0,0,1,2.0,1,7,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,82000,1501,6040,4,5,1955,3,3,,,0.0,3,0,1152,2,2,2,6,7,0,0.0,0,1152.0,0,1,2.0,1,6,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
438,256000,626,14695,6,8,2008,3,4,3.0,3.0,1562.0,4,1,1567,2,1,4,5,7,2,542.0,0,3129.0,452,0,3.0,1,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
439,143000,722,9000,7,9,1988,3,4,3.0,3.0,650.0,5,1,1482,3,1,3,7,7,0,324.0,0,2132.0,0,1,1.5,1,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,231713,2260,8368,7,5,2007,4,3,4.0,3.0,1689.0,5,1,1689,3,1,4,7,7,0,433.0,0,3378.0,139,0,2.0,1,4,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,155000,1639,41600,5,5,1990,3,3,4.0,3.0,1100.0,3,1,1424,3,1,3,7,4,0,828.0,0,2524.0,144,0,2.5,1,11,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
442,128500,1603,6490,5,7,1983,3,4,3.0,3.0,816.0,5,1,816,2,1,3,4,7,0,264.0,0,1632.0,315,1,1.5,1,4,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
443,168000,1520,7290,7,8,1950,3,3,3.0,3.0,1228.0,5,1,1424,2,1,3,7,7,1,312.0,0,2652.0,90,1,2.0,1,4,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,184000,1665,7472,7,9,2004,3,3,3.0,3.0,725.0,4,1,1479,4,1,4,7,7,0,484.0,0,2204.0,32,0,2.5,1,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
445,124000,2635,7000,5,5,1962,3,3,3.0,3.0,1025.0,3,1,1025,3,1,3,6,7,0,0.0,0,2050.0,176,1,2.0,1,3,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
446,185000,581,11717,6,6,1970,3,3,3.0,3.0,1442.0,3,1,1442,2,1,3,6,7,1,615.0,0,2884.0,371,0,2.0,1,2,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
447,230500,2435,11194,8,5,2000,4,3,4.0,3.0,1406.0,5,1,1936,3,1,4,7,7,1,504.0,0,3342.0,312,0,2.5,1,11,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,227000,2799,11250,7,5,1998,3,3,4.0,3.0,1054.0,5,1,1939,3,1,4,8,7,1,555.0,0,2993.0,212,0,3.0,1,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
449,173500,883,8633,6,5,2005,4,3,4.0,3.0,738.0,5,1,1476,3,1,4,7,7,0,540.0,0,2214.0,135,1,3.5,1,2,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,140000,2537,8400,5,6,1968,3,3,4.0,3.0,833.0,4,1,898,3,1,3,6,7,0,326.0,0,1731.0,143,1,2.0,1,8,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
451,247000,1120,10037,8,5,2007,4,3,5.0,3.0,1460.0,5,1,1460,3,1,4,6,7,1,480.0,0,2920.0,20,1,2.0,1,8,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,149900,774,8014,6,5,1978,3,3,4.0,3.0,456.0,3,1,1034,3,1,3,5,7,1,504.0,0,1490.0,0,0,1.5,1,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
453,158000,1447,12250,5,6,1978,3,3,4.0,3.0,864.0,5,1,1174,3,1,3,5,7,0,528.0,0,2038.0,491,0,2.0,1,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
454,147110,104,2403,7,5,2003,4,3,4.0,3.0,530.0,5,1,1080,2,1,4,4,7,0,496.0,0,1610.0,50,0,2.5,1,6,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
455,119500,2694,8600,6,6,1950,3,3,3.0,3.0,780.0,3,1,1376,3,1,3,7,7,1,198.0,0,2156.0,0,1,2.0,1,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,205000,920,13680,5,6,1950,3,3,3.0,3.0,840.0,5,1,1567,2,1,3,6,5,2,440.0,0,2407.0,171,1,2.5,1,2,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,148000,1951,10800,5,9,1999,3,4,4.0,3.0,736.0,5,1,1534,3,1,4,6,7,0,0.0,0,2270.0,112,1,1.5,1,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,236500,9,5389,8,5,1996,4,3,4.0,3.0,1595.0,5,1,1616,2,1,4,5,7,1,608.0,0,3211.0,389,0,3.0,1,3,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
459,137000,2848,10890,5,5,1950,3,3,2.0,3.0,1058.0,3,1,1551,3,1,2,6,7,0,240.0,0,2609.0,0,1,3.0,1,7,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,122000,614,9768,5,5,1955,3,3,3.0,3.0,960.0,4,1,960,2,1,3,5,7,0,330.0,0,1920.0,70,1,2.0,1,2,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,176485,1736,8993,7,5,2007,4,3,4.0,3.0,1302.0,5,1,1302,3,1,4,6,7,0,436.0,0,2604.0,22,0,2.0,1,8,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,109000,2686,11672,5,5,1950,3,3,3.0,3.0,816.0,3,1,816,2,1,3,4,7,0,210.0,0,1632.0,280,0,1.0,1,7,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,143000,1284,9836,6,5,2008,3,3,3.0,3.0,192.0,4,0,1133,3,1,3,7,7,0,308.0,0,1325.0,175,1,2.0,1,12,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,410000,1765,10557,9,5,1998,4,3,5.0,3.0,1408.0,5,1,3078,4,1,4,9,7,1,806.0,0,4486.0,195,0,3.5,1,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,201000,1811,8462,6,5,1994,4,4,4.0,4.0,928.0,5,1,1721,3,1,4,7,7,0,471.0,0,2649.0,387,0,3.0,1,7,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
